Registry Name,ID,Has Block,Class
minecraft:map,395,false,net.minecraft.item.ItemEmptyMap
minecraft:golden_carrot,396,false,net.minecraft.item.ItemFood
minecraft:skull,397,false,net.minecraft.item.ItemSkull
minecraft:carrot_on_a_stick,398,false,net.minecraft.item.ItemCarrotOnAStick
minecraft:nether_star,399,false,net.minecraft.item.ItemSimpleFoiled
minecraft:pumpkin_pie,400,false,net.minecraft.item.ItemFood
minecraft:fireworks,401,false,net.minecraft.item.ItemFirework
minecraft:firework_charge,402,false,net.minecraft.item.ItemFireworkCharge
minecraft:enchanted_book,403,false,net.minecraft.item.ItemEnchantedBook
minecraft:comparator,404,false,net.minecraft.item.ItemBlockSpecial
minecraft:netherbrick,405,false,net.minecraft.item.Item
minecraft:quartz,406,false,net.minecraft.item.Item
minecraft:tnt_minecart,407,false,net.minecraft.item.ItemMinecart
minecraft:hopper_minecart,408,false,net.minecraft.item.ItemMinecart
minecraft:prismarine_shard,409,false,net.minecraft.item.Item
minecraft:prismarine_crystals,410,false,net.minecraft.item.Item
minecraft:rabbit,411,false,net.minecraft.item.ItemFood
minecraft:cooked_rabbit,412,false,net.minecraft.item.ItemFood
minecraft:rabbit_stew,413,false,net.minecraft.item.ItemSoup
minecraft:rabbit_foot,414,false,net.minecraft.item.Item
minecraft:rabbit_hide,415,false,net.minecraft.item.Item
minecraft:armor_stand,416,false,net.minecraft.item.ItemArmorStand
minecraft:iron_horse_armor,417,false,net.minecraft.item.Item
minecraft:golden_horse_armor,418,false,net.minecraft.item.Item
minecraft:diamond_horse_armor,419,false,net.minecraft.item.Item
minecraft:lead,420,false,net.minecraft.item.ItemLead
minecraft:name_tag,421,false,net.minecraft.item.ItemNameTag
minecraft:command_block_minecart,422,false,net.minecraft.item.ItemMinecart
minecraft:mutton,423,false,net.minecraft.item.ItemFood
minecraft:cooked_mutton,424,false,net.minecraft.item.ItemFood
minecraft:banner,425,true,net.minecraft.item.ItemBanner
minecraft:end_crystal,426,false,net.minecraft.item.ItemEndCrystal
minecraft:spruce_door,427,false,net.minecraft.item.ItemDoor
minecraft:birch_door,428,false,net.minecraft.item.ItemDoor
minecraft:jungle_door,429,false,net.minecraft.item.ItemDoor
minecraft:acacia_door,430,false,net.minecraft.item.ItemDoor
minecraft:dark_oak_door,431,false,net.minecraft.item.ItemDoor
minecraft:chorus_fruit,432,false,net.minecraft.item.ItemChorusFruit
minecraft:chorus_fruit_popped,433,false,net.minecraft.item.Item
minecraft:beetroot,434,false,net.minecraft.item.ItemFood
minecraft:beetroot_seeds,435,false,net.minecraft.item.ItemSeeds
minecraft:beetroot_soup,436,false,net.minecraft.item.ItemSoup
minecraft:dragon_breath,437,false,net.minecraft.item.Item
minecraft:splash_potion,438,false,net.minecraft.item.ItemSplashPotion
minecraft:spectral_arrow,439,false,net.minecraft.item.ItemSpectralArrow
minecraft:tipped_arrow,440,false,net.minecraft.item.ItemTippedArrow
minecraft:lingering_potion,441,false,net.minecraft.item.ItemLingeringPotion
minecraft:shield,442,false,net.minecraft.item.ItemShield
minecraft:elytra,443,false,net.minecraft.item.ItemElytra
minecraft:spruce_boat,444,false,net.minecraft.item.ItemBoat
minecraft:birch_boat,445,false,net.minecraft.item.ItemBoat
minecraft:jungle_boat,446,false,net.minecraft.item.ItemBoat
minecraft:acacia_boat,447,false,net.minecraft.item.ItemBoat
minecraft:dark_oak_boat,448,false,net.minecraft.item.ItemBoat
minecraft:totem_of_undying,449,false,net.minecraft.item.Item
minecraft:shulker_shell,450,false,net.minecraft.item.Item
minecraft:iron_nugget,452,false,net.minecraft.item.Item
minecraft:knowledge_book,453,false,net.minecraft.item.ItemKnowledgeBook
minecraft:record_13,2256,false,net.minecraft.item.ItemRecord
minecraft:record_cat,2257,false,net.minecraft.item.ItemRecord
minecraft:record_blocks,2258,false,net.minecraft.item.ItemRecord
minecraft:record_chirp,2259,false,net.minecraft.item.ItemRecord
minecraft:record_far,2260,false,net.minecraft.item.ItemRecord
minecraft:record_mall,2261,false,net.minecraft.item.ItemRecord
minecraft:record_mellohi,2262,false,net.minecraft.item.ItemRecord
minecraft:record_stal,2263,false,net.minecraft.item.ItemRecord
minecraft:record_strad,2264,false,net.minecraft.item.ItemRecord
minecraft:record_ward,2265,false,net.minecraft.item.ItemRecord
minecraft:record_11,2266,false,net.minecraft.item.ItemRecord
minecraft:record_wait,2267,false,net.minecraft.item.ItemRecord
ic2:te,4096,true,ic2.core.item.block.ItemBlockTileEntity
advanced_solar_panels:machines,4097,true,ic2.core.item.block.ItemBlockTileEntity
ic2:resource,4098,true,ic2.core.item.block.ItemBlockMulti
ic2:leaves,4099,true,ic2.core.item.block.ItemIc2Leaves
ic2:rubber_wood,4100,true,ic2.core.item.block.ItemBlockIC2
ic2:sapling,4101,true,ic2.core.item.block.ItemBlockIC2
ic2:scaffold,4102,true,ic2.core.item.block.ItemBlockMulti
ic2:fence,4103,true,ic2.core.item.block.ItemBlockMulti
ic2:sheet,4104,true,ic2.core.item.block.ItemBlockSheet
ic2:glass,4105,true,ic2.core.item.block.ItemBlockMulti
ic2:foam,4106,true,ic2.core.item.block.ItemBlockMulti
ic2:wall,4107,true,ic2.core.item.block.ItemBlockMulti
ic2:mining_pipe,4108,true,ic2.core.item.block.ItemBlockMulti
ic2:reinforced_door,4109,true,ic2.core.item.block.ItemIC2Door
ic2:refractory_bricks,4110,true,ic2.core.item.block.ItemBlockIC2
ic2:uu_matter,4111,true,ic2.core.item.block.ItemBlockIC2
ic2:construction_foam,4112,true,ic2.core.item.block.ItemBlockIC2
ic2:coolant,4113,true,ic2.core.item.block.ItemBlockIC2
ic2:creosote,4114,true,ic2.core.item.block.ItemBlockIC2
ic2:hot_coolant,4115,true,ic2.core.item.block.ItemBlockIC2
ic2:pahoehoe_lava,4116,true,ic2.core.item.block.ItemBlockIC2
ic2:biomass,4117,true,ic2.core.item.block.ItemBlockIC2
ic2:biogas,4118,true,ic2.core.item.block.ItemBlockIC2
ic2:distilled_water,4119,true,ic2.core.item.block.ItemBlockIC2
ic2:superheated_steam,4120,true,ic2.core.item.block.ItemBlockIC2
ic2:steam,4121,true,ic2.core.item.block.ItemBlockIC2
ic2:hot_water,4122,true,ic2.core.item.block.ItemBlockIC2
ic2:weed_ex,4123,true,ic2.core.item.block.ItemBlockIC2
